Queries, Returned rows, Average time(us), Minimum time, 25thPercentile, Median, 75thPercentile(us), 90thPercentile(us), Maximum 
q25_Values:customer-0_Id:275,13692,26518.5,21888,22068,22356,22598,64738,64738
q25_Values:customer-2500_Id:276,47820,45768.3,43676,43764,44038,44233,62179,62179
q25_Values:customer-5000_Id:277,82011,65997.4,65519,65575,65714,66425,67386,67386
q25_Values:customer-7500_Id:278,115922,89092.9,86040,86399,86719,86817,110574,110574
q25_Values:customer-9000_Id:279,136449,98362.0,97786,97970,98293,98508,99806,99806
q25_Values:customer_acctbaluniform-0_Id:280,13524,23574.2,22125,22247,22646,22920,33177,33177
q25_Values:customer_acctbaluniform-2500_Id:281,47429,44890.2,44015,44145,44170,44275,51344,51344
q25_Values:customer_acctbaluniform-5000_Id:282,81552,69024.7,65565,65809,65933,72291,78994,78994
q25_Values:customer_acctbaluniform-7500_Id:283,115608,89144.5,85755,86352,87097,87717,100154,100154
q25_Values:customer_acctbaluniform-9000_Id:284,136347,104453.1,99199,99623,100234,100818,126809,126809
q25_Values:customer_acctbalzipf-0_Id:285,22781,37554.8,28844,28967,39031,39365,47642,47642
q25_Values:customer_acctbalzipf-2500_Id:286,55926,52033.8,49711,49946,50018,50199,70179,70179
q25_Values:customer_acctbalzipf-5000_Id:287,87514,69800.0,68607,69547,69849,69936,70818,70818
q25_Values:customer_acctbalzipf-7500_Id:288,119108,88608.4,87593,88342,88629,89012,89381,89381
q25_Values:customer_acctbalzipf-9000_Id:289,137020,102060.2,100007,100344,100925,101239,114101,114101
q25_Values:customer_acctbalBinomial-0_Id:290,0,13795.6,12767,12865,13076,13228,20489,20489
q25_Values:customer_acctbalBinomial-2500_Id:291,0,13568.1,12840,12865,12964,13062,19140,19140
q25_Values:customer_acctbalBinomial-5000_Id:292,74303,61862.1,61427,61618,61922,61988,62331,62331
q25_Values:customer_acctbalBinomial-7500_Id:293,150000,107920.3,107642,107719,107977,108057,108315,108315
q25_Values:customer_acctbalBinomial-9000_Id:294,150000,107747.7,107496,107582,107711,107853,108257,108257
q30_Values:customer--1000-1000_Id:295,27119,33524.1,32251,32356,32746,32964,41497,41497
q30_Values:customer-1000-3000_Id:296,27617,33154.8,32656,32689,32887,33154,34409,34409
q30_Values:customer-3000-5000_Id:297,27275,33200.0,32831,33011,33183,33457,33501,33501
q30_Values:customer-5000-8000_Id:298,40780,41209.5,40980,41075,41256,41296,41463,41463
q30_Values:customer-8000-11000_Id:299,27209,31481.8,31315,31404,31483,31542,31740,31740
q30_Values:customer_acctbaluniform--1000-1000_Id:300,27170,35769.1,33163,33623,33768,36463,44812,44812
q30_Values:customer_acctbaluniform-1000-3000_Id:301,26984,33193.5,33071,33085,33195,33224,33470,33470
q30_Values:customer_acctbaluniform-3000-5000_Id:302,27398,35076.8,33392,33530,33746,33764,47541,47541
q30_Values:customer_acctbaluniform-5000-8000_Id:303,40991,42021.6,41613,41793,42008,42113,42589,42589
q30_Values:customer_acctbaluniform-8000-11000_Id:304,27457,32060.2,31859,31972,32010,32147,32434,32434
q30_Values:customer_acctbalzipf--1000-1000_Id:305,34330,42418.9,38093,38146,38543,39279,76509,76509
q30_Values:customer_acctbalzipf-1000-3000_Id:306,27244,34816.7,33288,33356,33486,33549,47122,47122
q30_Values:customer_acctbalzipf-3000-5000_Id:307,25940,34065.4,32535,32586,32635,32781,46170,46170
q30_Values:customer_acctbalzipf-5000-8000_Id:308,38053,40147.9,39735,39871,40058,40339,40996,40996
q30_Values:customer_acctbalzipf-8000-11000_Id:309,24433,30039.1,29901,29932,30030,30156,30296,30296
q30_Values:customer_acctbalBinomial--1000-1000_Id:310,0,16591.6,14781,14913,15114,15342,25834,25834
q30_Values:customer_acctbalBinomial-1000-3000_Id:311,0,14660.8,14307,14370,14618,14748,15664,15664
q30_Values:customer_acctbalBinomial-3000-5000_Id:312,74303,64181.6,63699,63964,64235,64383,64628,64628
q30_Values:customer_acctbalBinomial-5000-8000_Id:313,75697,93030.5,68378,88697,96426,98048,105599,105599
q30_Values:customer_acctbalBinomial-8000-11000_Id:314,0,13446.4,13235,13303,13458,13610,13769,13769
q31_Values:customer-10000_Id:315,9999,21713.4,18690,18756,19234,23183,34097,34097
q31_Values:customer-30000_Id:316,29999,31127.2,31007,31044,31110,31180,31293,31293
q31_Values:customer-50000_Id:317,49999,44821.4,43563,43668,43764,43867,54471,54471
q31_Values:customer-75000_Id:318,74999,62201.4,59255,59267,59583,68565,68828,68828
q31_Values:customer-100000_Id:319,99999,74496.2,74123,74221,74496,74746,75034,75034
q31_Values:customer_custkeyZipf-10000_Id:320,11416,23092.5,20599,20887,21122,25732,30731,30731
q31_Values:customer_custkeyZipf-30000_Id:321,26453,30260.0,29959,30181,30296,30328,30541,30541
q31_Values:customer_custkeyZipf-50000_Id:322,49629,46233.8,45291,45403,45453,45567,53264,53264
q31_Values:customer_custkeyZipf-75000_Id:323,68724,57566.5,57060,57402,57538,57786,58031,58031
q31_Values:customer_custkeyZipf-100000_Id:324,87304,68635.4,67842,68468,68641,68864,69357,69357
q31_Values:customer_custkeyBinomial-10000_Id:325,0,14010.8,12902,13262,13361,13413,20612,20612
q31_Values:customer_custkeyBinomial-30000_Id:326,0,12740.5,12630,12697,12739,12751,12916,12916
q31_Values:customer_custkeyBinomial-50000_Id:327,0,13704.8,12614,12730,12811,12957,21857,21857
q31_Values:customer_custkeyBinomial-75000_Id:328,74703,61425.8,60627,60959,61325,61903,62712,62712
q31_Values:customer_custkeyBinomial-100000_Id:329,150000,106764.4,105959,106344,106812,106938,107600,107600
q32_Values:customer-1_Id:330,5925,17995.9,16778,16938,17220,17438,25541,25541
q32_Values:customer-2_Id:331,11900,20701.1,20569,20626,20674,20722,21062,21062
q32_Values:customer-3_Id:332,17899,24503.5,24292,24377,24389,24613,24889,24889
q32_Values:customer-4_Id:333,23919,28438.4,28219,28337,28375,28463,28875,28875
q32_Values:customer-5_Id:334,29914,32486.3,32231,32338,32484,32592,32826,32826
q32_Values:customer-7_Id:335,41966,41641.9,39982,40095,40242,40468,54142,54142
q32_Values:customer-12_Id:336,72049,59063.3,58641,58761,59201,59296,59376,59376
q32_Values:customer-15_Id:337,90022,78861.2,69967,70072,71001,80544,108093,108093
q32_Values:customer-20_Id:338,120016,88346.3,87609,88232,88419,88526,88852,88852
q32_Values:customer-23_Id:339,138006,98307.3,97793,98157,98313,98378,98943,98943
q32_Values:customer_nationkeyZipf1-1_Id:340,1752,15412.7,14229,14308,14425,14846,23533,23533
q32_Values:customer_nationkeyZipf1-2_Id:341,6676,20042.9,17421,17505,20696,20714,27001,27001
q32_Values:customer_nationkeyZipf1-3_Id:342,8573,19760.6,18524,18575,18789,20989,22997,22997
q32_Values:customer_nationkeyZipf1-4_Id:343,10590,20188.9,19995,20056,20134,20275,20610,20610
q32_Values:customer_nationkeyZipf1-5_Id:344,12267,21429.8,21052,21108,21375,21663,22104,22104
q32_Values:customer_nationkeyZipf1-7_Id:345,16983,24776.7,24322,24435,24811,24912,25616,25616
q32_Values:customer_nationkeyZipf1-12_Id:346,80741,65066.3,64598,64908,65063,65313,65461,65461
q32_Values:customer_nationkeyZipf1-15_Id:347,99457,76347.8,76136,76259,76306,76402,76841,76841
q32_Values:customer_nationkeyZipf1-20_Id:348,137239,99087.6,98433,99001,99223,99342,99477,99477
q32_Values:customer_nationkeyZipf1-23_Id:349,144562,103788.0,102700,103445,103619,104360,104946,104946
q32_Values:customer_nationkeyZipf2-1_Id:350,5749,18155.2,16902,16990,17214,17382,27243,27243
q32_Values:customer_nationkeyZipf2-2_Id:351,6226,17237.3,17115,17149,17225,17362,17383,17383
q32_Values:customer_nationkeyZipf2-3_Id:352,6485,17361.1,17255,17300,17345,17420,17560,17560
q32_Values:customer_nationkeyZipf2-4_Id:353,7926,18527.6,18231,18286,18494,18621,19122,19122
q32_Values:customer_nationkeyZipf2-5_Id:354,8263,18628.0,18417,18456,18584,18621,19367,19367
q32_Values:customer_nationkeyZipf2-7_Id:355,9461,19474.2,19245,19312,19506,19636,19755,19755
q32_Values:customer_nationkeyZipf2-12_Id:356,108765,81930.0,80972,81904,82034,82229,82377,82377
q32_Values:customer_nationkeyZipf2-15_Id:357,109220,81723.8,81061,81352,81775,81957,82285,82285
q32_Values:customer_nationkeyZipf2-20_Id:358,114631,85875.4,84957,85199,85581,85897,89275,89275
q32_Values:customer_nationkeyZipf2-23_Id:359,149545,107936.6,106919,107380,108218,108329,108755,108755
q32_Values:customer_nationkeyZipfWorstcase-1_Id:360,39233,39915.7,38605,38776,38980,39309,48116,48116
q32_Values:customer_nationkeyZipfWorstcase-2_Id:361,58896,51313.2,50948,51136,51325,51469,51731,51731
q32_Values:customer_nationkeyZipfWorstcase-3_Id:362,72040,59941.0,59041,59714,59996,60191,60758,60758
q32_Values:customer_nationkeyZipfWorstcase-4_Id:363,81823,65496.8,65188,65311,65541,65561,65912,65912
q32_Values:customer_nationkeyZipfWorstcase-5_Id:364,89765,70304.4,69841,70082,70282,70594,70810,70810
q32_Values:customer_nationkeyZipfWorstcase-7_Id:365,102090,80153.3,77692,78020,78370,78724,96871,96871
q32_Values:customer_nationkeyZipfWorstcase-12_Id:366,122033,89935.2,89311,89569,90010,90178,90871,90871
q32_Values:customer_nationkeyZipfWorstcase-15_Id:367,130381,95731.5,95294,95474,95734,95929,96332,96332
q32_Values:customer_nationkeyZipfWorstcase-20_Id:368,141404,106708.9,101451,101669,102170,102789,128300,128300
q32_Values:customer_nationkeyZipfWorstcase-23_Id:369,146797,119096.9,105089,106132,106734,137510,167150,167150
q32_Values:customer_nationkeyBinomial-1_Id:370,0,14652.5,12893,12953,13183,13246,28332,28332
q32_Values:customer_nationkeyBinomial-2_Id:371,0,12775.1,12662,12701,12774,12811,12957,12957
q32_Values:customer_nationkeyBinomial-3_Id:372,4,12814.6,12692,12735,12791,12926,12944,12944
q32_Values:customer_nationkeyBinomial-4_Id:373,19,12789.6,12662,12721,12796,12827,13010,13010
q32_Values:customer_nationkeyBinomial-5_Id:374,77,12790.5,12707,12715,12740,12848,13056,13056
q32_Values:customer_nationkeyBinomial-7_Id:375,1114,13591.3,13390,13454,13503,13591,14339,14339
q32_Values:customer_nationkeyBinomial-12_Id:376,51559,46545.7,46271,46385,46519,46690,47008,47008
q32_Values:customer_nationkeyBinomial-15_Id:377,118204,89513.8,87759,88306,88713,89054,94046,94046
q32_Values:customer_nationkeyBinomial-20_Id:378,149675,108789.3,107909,108505,108666,109110,109877,109877
q32_Values:customer_nationkeyBinomial-23_Id:379,149997,108164.5,107621,107808,108339,108553,108767,108767
q32_Values:customer_nationkeyBinomial2-1_Id:380,0,14116.3,12702,12877,12932,13229,24125,24125
q32_Values:customer_nationkeyBinomial2-2_Id:381,0,13809.1,12756,12823,12885,12916,22296,22296
q32_Values:customer_nationkeyBinomial2-3_Id:382,0,12931.7,12802,12830,12896,12965,13297,13297
q32_Values:customer_nationkeyBinomial2-4_Id:383,0,13269.0,12769,13032,13198,13495,14000,14000
q32_Values:customer_nationkeyBinomial2-5_Id:384,0,12900.9,12707,12758,12819,12880,13508,13508
q32_Values:customer_nationkeyBinomial2-7_Id:385,0,12935.9,12713,12775,12976,13104,13193,13193
q32_Values:customer_nationkeyBinomial2-12_Id:386,7,12855.8,12747,12780,12820,12941,13112,13112
q32_Values:customer_nationkeyBinomial2-15_Id:387,808,13544.6,13382,13403,13458,13775,13841,13841
q32_Values:customer_nationkeyBinomial2-20_Id:388,57616,50624.5,50227,50355,50522,50938,51260,51260
q32_Values:customer_nationkeyBinomial2-23_Id:389,135322,100163.3,98794,99275,99455,100099,106613,106613
q32_Values:customer_nationkeyBinomial3-1_Id:390,589,14615.3,13164,13292,13492,13758,24653,24653
q32_Values:customer_nationkeyBinomial3-2_Id:391,4081,15832.1,15701,15724,15751,15795,16238,16238
q32_Values:customer_nationkeyBinomial3-3_Id:392,14820,22978.2,22762,22858,22950,23117,23238,23238
q32_Values:customer_nationkeyBinomial3-4_Id:393,35214,37355.8,35901,36290,36469,36541,46538,46538
q32_Values:customer_nationkeyBinomial3-5_Id:394,63327,58998.1,54397,54507,57508,63586,68596,68596
q32_Values:customer_nationkeyBinomial3-7_Id:395,117447,89797.9,87968,88333,88427,88608,101756,101756
q32_Values:customer_nationkeyBinomial3-12_Id:396,149777,108271.8,106909,107622,108222,108773,110893,110893
q32_Values:customer_nationkeyBinomial3-15_Id:397,149999,108792.7,107899,108439,108965,109061,109703,109703
q32_Values:customer_nationkeyBinomial3-20_Id:398,150000,108300.3,107402,108115,108307,108635,109045,109045
q32_Values:customer_nationkeyBinomial3-23_Id:399,150000,111338.1,107557,108379,108680,109293,122931,122931
q33_Values:customer-Furniture_Id:400,29968,35517.2,35191,35352,35513,35640,35987,35987
q33_Values:customer_mktsegClustered-Furniture_Id:401,29968,21568.8,20505,20670,20780,20982,28742,28742
q33_Values:customer_mktsegNonClustered-Furniture_Id:402,29968,37433.1,36029,36365,36645,36817,45234,45234
q33_Values:customer_bloated2Mktseg-394omobile_Id:403,26,15435.6,14492,14588,14763,14798,22106,22106
q33_Values:Customer_bloated2MktsegClustered-394omobile_Id:404,26,780.4,751,759,782,789,860,860
q33_Values:Customer_bloated2MktsegNonClustered-394omobile_Id:405,26,1343.1,1300,1314,1333,1345,1440,1440
q34_Values:Customer-24568_Id:406,1,13875.2,12834,12942,13219,13295,20836,20836
q34_Values:customerClusteredIndex-24568_Id:407,1,707.8,690,692,701,718,773,773
q34_Values:customerNonClusteredIndex-24568_Id:408,1,1208.2,1179,1185,1203,1217,1292,1292
q35_Values:customer-0-5_Id:409,29914,35316.8,34220,34329,34565,34898,42111,42111
q35_Values:customer-5-10_Id:410,30163,34716.5,34579,34693,34725,34777,34856,34856
q35_Values:customer-10-15_Id:411,29945,34998.6,34729,34855,35015,35031,35324,35324
q35_Values:customer-15-20_Id:412,29994,34750.2,34520,34635,34815,34832,34946,34946
q35_Values:customer-20-25_Id:413,29984,34590.5,33189,33310,33347,34896,42723,42723
q35_Values:customer_nationkeyZipf1-0-5_Id:414,12267,24033.4,22968,23096,23380,23443,31129,31129
q35_Values:customer_nationkeyZipf1-5-10_Id:415,23852,30492.7,30336,30360,30510,30617,30667,30667
q35_Values:customer_nationkeyZipf1-10-15_Id:416,63338,55912.7,55270,55499,55871,56100,57125,57125
q35_Values:customer_nationkeyZipf1-15-20_Id:417,37782,40466.0,39026,39308,39395,40035,48791,48791
q35_Values:customer_nationkeyZipf1-20-25_Id:418,12761,21998.2,21737,21952,21989,22111,22272,22272
q35_Values:customer_nationkeyZipf2-0-5_Id:419,8263,22976.0,20095,20191,20568,20708,45622,45622
q35_Values:customer_nationkeyZipf2-5-10_Id:420,98097,82886.9,77651,78600,79802,86959,96081,96081
q35_Values:customer_nationkeyZipf2-10-15_Id:421,2860,16206.0,15980,16003,16166,16242,17007,17007
q35_Values:customer_nationkeyZipf2-15-20_Id:422,5411,17729.6,17611,17672,17719,17772,17887,17887
q35_Values:customer_nationkeyZipf2-20-25_Id:423,35369,36731.9,36308,36640,36768,36831,37137,37137
q35_Values:customer_nationkeyZipfWorstCase-0-5_Id:424,89765,80119.0,71887,72012,72919,85208,101825,101825
q35_Values:customer_nationkeyZipfWorstCase-5-10_Id:425,25458,31486.5,31223,31264,31408,31765,31894,31894
q35_Values:customer_nationkeyZipfWorstCase-10-15_Id:426,15158,24063.6,23956,24042,24080,24100,24145,24145
q35_Values:customer_nationkeyZipfWorstCase-15-20_Id:427,11023,21104.5,21009,21040,21094,21180,21257,21257
q35_Values:customer_nationkeyZipfWorstCase-20-25_Id:428,8596,19046.0,18877,18972,19039,19115,19228,19228
q35_Values:customer_nationkeyBinomial-0-5_Id:429,77,15052.0,14094,14137,14283,14440,21984,21984
q35_Values:customer_nationkeyBinomial-5-10_Id:430,17166,30402.6,25830,26174,33990,34212,34392,34392
q35_Values:customer_nationkeyBinomial-10-15_Id:431,100961,79141.2,78559,78804,79226,79416,79603,79603
q35_Values:customer_nationkeyBinomial-15-20_Id:432,31471,34266.6,33936,34119,34243,34508,34596,34596
q35_Values:customer_nationkeyBinomial-20-25_Id:433,325,13175.3,13108,13130,13140,13152,13418,13418
q35_Values:customer_nationkeyBinomial2-0-5_Id:434,0,16354.7,14313,14561,14885,15153,30453,30453
q35_Values:customer_nationkeyBinomial2-5-10_Id:435,0,14644.0,14354,14428,14589,14699,15292,15292
q35_Values:customer_nationkeyBinomial2-10-15_Id:436,808,15065.0,14900,14985,15038,15063,15404,15404
q35_Values:customer_nationkeyBinomial2-15-20_Id:437,56808,52241.3,51900,52013,52299,52386,52847,52847
q35_Values:customer_nationkeyBinomial2-20-25_Id:438,91825,76310.5,73540,74010,74432,75976,84229,84229
q35_Values:customer_nationkeyBinomial3-0-5_Id:439,63327,57929.8,55953,56160,56888,57407,68815,68815
q35_Values:customer_nationkeyBinomial3-5-10_Id:440,84031,69403.5,68275,69146,69453,69578,70284,70284
q35_Values:customer_nationkeyBinomial3-10-15_Id:441,2641,15086.7,14906,14921,15063,15151,15515,15515
q35_Values:customer_nationkeyBinomial3-15-20_Id:442,1,13138.7,12950,13047,13107,13220,13463,13463
q35_Values:customer_nationkeyBinomial3-20-25_Id:443,0,13186.0,12975,13028,13174,13357,13659,13659
q36_Values:customer-BA_Id:444,29752,34929.4,33799,33809,34258,34865,41348,41348
q36_Values:customer-CA_Id:445,59894,53190.8,52521,52681,53093,53473,54392,54392
q36_Values:customer-GA_Id:446,89862,71150.3,70632,70829,71341,71408,71714,71714
q36_Values:customer-IA_Id:447,120051,90017.8,88830,89714,90060,90362,91083,91083
q36_Values:customer-XY_Id:448,150000,107817.0,106599,106963,107812,107967,111203,111203
q36_Values:customer_mktsegZipf-BA_Id:449,65831,60276.6,56588,56653,56835,59531,78907,78907
q36_Values:customer_mktsegZipf-CA_Id:450,98633,76813.9,76280,76524,76830,77197,77401,77401
q36_Values:customer_mktsegZipf-GA_Id:451,120537,89905.7,89417,89451,89827,90055,91160,91160
q36_Values:customer_mktsegZipf-IA_Id:452,136860,100601.7,99923,100266,100645,100738,101713,101713
q36_Values:customer_mktsegZipf-XY_Id:453,150000,108802.9,108273,108646,108813,108928,109512,109512
q36_Values:customer_mktsegBinomial-BA_Id:454,9401,24494.0,20602,20778,21128,24132,44081,44081
q36_Values:customer_mktsegBinomial-CA_Id:455,46769,48961.2,43813,44054,44143,48047,65347,65347
q36_Values:customer_mktsegBinomial-GA_Id:456,56265,63315.6,49958,50286,74043,74829,75280,75280
q36_Values:customer_mktsegBinomial-IA_Id:457,112586,85469.1,84474,84620,85186,85538,88971,88971
q36_Values:customer_mktsegBinomial-XY_Id:458,150000,109486.8,107919,108295,108492,108658,117793,117793
q36_Values:customer_bloatedmktseg-BA_Id:459,150000,109395.5,108667,108822,108981,109101,113229,113229
q36_Values:customer_bloatedmktseg-CA_Id:460,150000,108338.1,107148,107792,108574,108959,109466,109466
q36_Values:customer_bloatedmktseg-GA_Id:461,150000,108344.6,107627,107688,108082,108546,110577,110577
q36_Values:customer_bloatedmktseg-IA_Id:462,150000,107914.9,107671,107777,107949,108053,108186,108186
q36_Values:customer_bloatedmktseg-XY_Id:463,150000,107310.2,106271,106992,107438,107719,108139,108139
q37_Value:customer_Id:464,5,24112.8,23706,23837,23988,24168,25430,25430
q37_Value:customer_mktsegZipf_Id:465,5,26230.4,24128,24259,24515,24779,37608,37608
q37_Value:customer_mktsegBinomial_Id:466,5,25547.6,24121,24253,24394,24401,36542,36542
q37_Value:customer_bloatedmktseg_Id:467,500,25583.3,25319,25382,25622,25724,25860,25860
q38_Values:customer-1_Id:468,150000,81237.5,77753,77837,78614,78691,106596,106596
q38_Values:customer_custkeyZipf-1_Id:469,36021,43416.4,41821,41978,42279,42444,54609,54609
q38_Values:customer_custkeyBinomial-1_Id:470,1362,26709.7,24620,24883,25032,25111,42103,42103
q39_Values:newCustomer-0_Id:471,0,15462.9,12903,12976,13202,13303,36520,36520
q39_Values:newCustomer-250_Id:472,37471,37218.9,37051,37096,37217,37370,37436,37436
q39_Values:newCustomer-500_Id:473,74801,61456.1,60377,60524,60842,60900,67998,67998
q39_Values:newCustomer-750_Id:474,112410,82941.5,82464,82691,82830,83225,83698,83698
q39_Values:newCustomer-1000_Id:475,149830,105342.4,104833,105046,105284,105420,106040,106040
q39_Values:newCustomer-1500_Id:476,150000,105801.2,104961,105306,105679,105958,107608,107608
q39_Values:newCustomerBiggerDomain-0_Id:477,37285,38238.6,37031,37249,37415,37807,45492,45492
q39_Values:newCustomerBiggerDomain-250_Id:478,56214,49237.6,48944,48999,49095,49589,49845,49845
q39_Values:newCustomerBiggerDomain-500_Id:479,74816,61375.9,60202,60246,60375,60566,70374,70374
q39_Values:newCustomerBiggerDomain-750_Id:480,93383,71882.2,70945,71789,72034,72257,72330,72330
q39_Values:newCustomerBiggerDomain-1000_Id:481,112246,90566.3,81990,82421,82790,82939,129118,129118
q39_Values:newCustomerBiggerDomain-1500_Id:482,149937,106072.1,104089,105565,106204,106635,107814,107814
q39_Values:newCustomerRightDomain-0_Id:483,0,16404.6,12721,12772,12930,13198,47781,47781
q39_Values:newCustomerRightDomain-250_Id:484,18705,28777.3,25080,25360,25567,34440,34488,34488
q39_Values:newCustomerRightDomain-500_Id:485,37443,40512.7,37363,37529,37866,38066,53628,53628
q39_Values:newCustomerRightDomain-750_Id:486,56196,49083.2,48754,48825,48987,49386,49882,49882
q39_Values:newCustomerRightDomain-1000_Id:487,75048,60749.0,60457,60591,60788,60948,61088,61088
q39_Values:newCustomerRightDomain-1500_Id:488,112521,85159.5,82160,82711,83199,83349,104480,104480
q27_Values:customer-0_Id:489,74274,65259.4,64144,64189,64474,64885,72105,72105
q27_Values:customer-1_Id:490,75741,65400.4,64968,64980,65548,65767,66234,66234
q27_Values:customer-25_Id:491,111474,87310.9,86235,86406,86691,87100,93089,93089
q27_Values:customer-50_Id:492,148507,109320.9,108817,109181,109250,109351,109943,109943
q27_Values:customer-100_Id:493,150000,112450.8,109227,109712,109868,110420,131337,131337
q27_Values:customer_uncorrelated-0_Id:494,75030,69406.0,67581,67676,68086,68504,80797,80797
q27_Values:customer_uncorrelated-1_Id:495,75160,68434.6,67083,68168,68286,68470,70858,70858
q27_Values:customer_uncorrelated-25_Id:496,78674,71220.5,68578,70229,70815,71010,76853,76853
q27_Values:customer_uncorrelated-50_Id:497,82250,72502.0,71984,72147,72455,72756,73570,73570
q27_Values:customer_uncorrelated-100_Id:498,89166,76711.9,76456,76468,76663,76827,77475,77475
q27_Values:customer_fd-0_Id:499,150000,118631.6,114483,115117,115687,116826,141635,141635
q27_Values:customer_fd-1_Id:500,150000,116088.4,115262,115582,116350,116523,116928,116928
q27_Values:customer_fd-25_Id:501,150000,115641.5,114482,114720,114981,116130,119157,119157
q27_Values:customer_fd-50_Id:502,150000,134772.6,116573,122380,128501,151918,174982,174982
q27_Values:customer_fd-100_Id:503,150000,118041.0,114681,115224,116986,117993,130254,130254
q28_Values:customer-0.5_Id:504,1891,32184.9,31037,31194,31243,31368,40307,40307
q28_Values:customer-0.75_Id:505,5683,35520.1,33332,33432,33692,33791,52536,52536
q28_Values:customer-1_Id:506,74274,65893.8,64293,65054,65086,65345,73177,73177
q28_Values:customer-1.25_Id:507,140429,119761.0,117786,118034,118269,118517,133477,133477
q28_Values:customer-1.5_Id:508,144236,122039.1,120243,120526,120670,121328,131323,131323
q28_Values:customer_uncorrelated-0.5_Id:509,37736,58791.0,55801,55946,56219,58956,69835,69835
q28_Values:customer_uncorrelated-0.75_Id:510,56377,69375.8,68221,68278,68357,68420,76180,76180
q28_Values:customer_uncorrelated-1_Id:511,75030,68556.2,67534,67700,67803,67953,75541,75541
q28_Values:customer_uncorrelated-1.25_Id:512,90008,92001.3,90371,90633,91174,91670,97669,97669
q28_Values:customer_uncorrelated-1.5_Id:513,99964,97619.6,97245,97408,97653,97781,97900,97900
q28_Values:customer_fd-0.5_Id:514,3691,34931.8,32414,32501,32690,33013,54958,54958
q28_Values:customer_fd-0.75_Id:515,11109,38861.9,37550,37593,37733,37853,49444,49444
q28_Values:customer_fd-1_Id:516,150000,116266.2,115466,115786,116180,116558,117888,117888
q28_Values:customer_fd-1.25_Id:517,150000,132055.1,129300,129755,130043,131962,144087,144087
q28_Values:customer_fd-1.5_Id:518,150000,131012.3,129906,130528,131117,131545,131836,131836
q29_Values:customer-1_Id:519,1467,27125.5,24623,24845,25331,25537,36018,36018
q29_Values:customer-15_Id:520,43094,52094.9,51727,51853,52007,52433,52588,52588
q29_Values:customer-25_Id:521,72704,68968.8,68746,68900,68960,69001,69391,69391
q29_Values:customer-35_Id:522,102400,87240.8,86573,86896,87377,87447,88112,88112
q29_Values:customer-50_Id:523,147041,113926.5,113180,113849,113926,114016,114709,114709
q29_Values:customer_uncorrelated-1_Id:524,130,25865.0,23573,23600,23696,24047,37548,37548
q29_Values:customer_uncorrelated-15_Id:525,4279,26992.8,26770,26933,26975,27026,27295,27295
q29_Values:customer_uncorrelated-25_Id:526,7154,28772.3,28637,28730,28761,28786,28996,28996
q29_Values:customer_uncorrelated-35_Id:527,9920,30675.7,30424,30626,30682,30764,30939,30939
q29_Values:customer_uncorrelated-50_Id:528,14271,33896.3,33675,33766,33923,33938,34452,34452
q29_Values:customer_fd-1_Id:529,0,25207.3,22822,22895,23010,25687,33845,33845
q29_Values:customer_fd-15_Id:530,0,22842.0,22697,22796,22829,22836,23071,23071
q29_Values:customer_fd-25_Id:531,0,22782.5,22524,22644,22765,22868,23192,23192
q29_Values:customer_fd-35_Id:532,150000,121205.1,120090,120528,121090,121356,124136,124136
q29_Values:customer_fd-50_Id:533,150000,123787.8,120011,120462,120989,121715,149713,149713
q40_Values:customer-100-200-0-300_Id:534,14888,30760.7,25199,25492,32456,32533,43617,43617
q40_Values:customer-200-300-100-400_Id:535,14960,33429.1,31967,32418,32570,32603,41760,41760
q40_Values:customer-500-600-400-700_Id:536,15029,33983.3,27023,31864,32584,32701,56918,56918
q40_Values:customer_uncorrelated-100-200-0-300_Id:537,4389,21764.9,18726,18859,18891,19324,47019,47019
q40_Values:customer_uncorrelated-200-300-100-400_Id:538,4310,19394.1,18553,18646,18730,18770,25709,25709
q40_Values:customer_uncorrelated-500-600-400-700_Id:539,4348,21872.7,18744,18903,19445,20435,40488,40488
q40_Values:customer_fd-100-200-0-300_Id:540,14798,30545.3,26009,26108,31014,33228,39474,39474
q40_Values:customer_fd-200-300-100-400_Id:541,14862,31211.7,25683,25881,27220,32552,59873,59873
q40_Values:customer_fd-500-600-400-700_Id:542,14882,29603.4,25982,26109,29575,32945,36911,36911
q41_Values:customer-100-200-0-300_Id:543,1,17414.9,15541,15672,15823,16003,29474,29474
q41_Values:customer-200-300-100-400_Id:544,1,16402.4,15311,15376,15446,15548,24923,24923
q41_Values:customer-500-600-400-700_Id:545,1,19140.6,15710,15742,16025,17985,35599,35599
q41_Values:customer_uncorrelated-100-200-0-300_Id:546,1,16273.9,15279,15340,15458,15724,23610,23610
q41_Values:customer_uncorrelated-200-300-100-400_Id:547,1,17087.6,15429,15477,15579,15671,30915,30915
q41_Values:customer_uncorrelated-500-600-400-700_Id:548,1,16840.5,15641,15877,16090,16227,24408,24408
q41_Values:customer_fd-100-200-0-300_Id:549,1,16658.0,15584,15594,15820,15943,24706,24706
q41_Values:customer_fd-200-300-100-400_Id:550,1,16867.6,15647,15686,16019,16027,25640,25640
q41_Values:customer_fd-500-600-400-700_Id:551,1,17504.7,15910,16068,16193,16256,29644,29644
Q29b_Values:customer-1_Id:552,1467,25299.8,24779,25105,25323,25516,25783,25783
Q29b_Values:customer-10_Id:553,28332,42315.6,41961,42069,42178,42499,43005,43005
