Queries, Returned rows, Average time(us), Minimum time, 25thPercentile, Median, 75thPercentile(us), 90thPercentile(us), Maximum 
q23_Values:customerClusteredIndex-10000-15000-13_Id:273,208,1415.1,1378,1391,1414,1427,1497,1497
q23_Values:customerNonClusteredIndex-10000-15000-13_Id:274,208,7998.8,7796,7872,7891,7977,8768,8768
q25_Values:customer-0_Id:275,136384,214615.0,211286,212861,214480,215638,220642,220642
q25_Values:customer-2500_Id:276,477866,443933.7,435697,437461,439288,443944,482367,482367
q25_Values:customer-5000_Id:277,818874,655980.8,645523,647568,651958,656249,704222,704222
q25_Values:customer-7500_Id:278,1158683,855090.3,849587,850881,854597,858146,864591,864591
q25_Values:customer-9000_Id:279,1363134,988189.8,967666,973219,975691,979193,1063092,1063092
q25_Values:customer_acctbaluniform-0_Id:280,135620,213114.2,210309,212213,213739,214194,215274,215274
q25_Values:customer_acctbaluniform-2500_Id:281,477328,443638.4,441248,442456,444164,444601,445863,445863
q25_Values:customer_acctbaluniform-5000_Id:282,818732,660642.3,653653,654497,657681,658488,698108,698108
q25_Values:customer_acctbaluniform-7500_Id:283,1160435,877261.6,863173,866959,869768,869866,961347,961347
q25_Values:customer_acctbaluniform-9000_Id:284,1364006,1088291.0,989694,993607,999439,1118335,1446574,1446574
q25_Values:customer_acctbalzipf-0_Id:285,99671,159677.8,156320,159316,160003,161118,162087,162087
q25_Values:customer_acctbalzipf-2500_Id:286,395393,659599.2,653547,655805,661506,663515,665690,665690
q25_Values:customer_acctbalzipf-5000_Id:287,699675,588362.5,586979,587399,588354,589569,590098,590098
q25_Values:customer_acctbalzipf-7500_Id:288,1109789,840869.6,834337,837939,842224,843566,846211,846211
q25_Values:customer_acctbalzipf-9000_Id:289,1383618,1010788.2,1004525,1006216,1010793,1011190,1032543,1032543
q25_Values:customer_acctbalBinomial-0_Id:290,0,28717.6,28096,28357,28807,28954,29420,29420
q25_Values:customer_acctbalBinomial-2500_Id:291,0,28714.9,27884,27961,28590,28746,30841,30841
q25_Values:customer_acctbalBinomial-5000_Id:292,744622,615301.0,609179,609697,613154,621181,627926,627926
q25_Values:customer_acctbalBinomial-7500_Id:293,1500000,1083046.7,1075970,1077466,1079522,1080575,1118058,1118058
q25_Values:customer_acctbalBinomial-9000_Id:294,1500000,1078447.2,1073491,1075732,1079407,1081486,1083422,1083422
q30_Values:customer--1000-1000_Id:295,272470,443612.6,437143,440936,444915,445970,449651,449651
q30_Values:customer-1000-3000_Id:296,273740,450937.8,442773,447794,450112,453198,461165,461165
q30_Values:customer-3000-5000_Id:297,272664,450736.6,445885,449043,450396,453269,455525,455525
q30_Values:customer-5000-8000_Id:298,408299,679977.1,674343,675261,678906,685101,688211,688211
q30_Values:customer-8000-11000_Id:299,272827,447782.2,442499,444234,447000,451610,454734,454734
q30_Values:customer_acctbaluniform--1000-1000_Id:300,272106,448268.0,441796,445446,449468,451134,456011,456011
q30_Values:customer_acctbaluniform-1000-3000_Id:301,273339,452511.6,447041,448669,452056,453721,460511,460511
q30_Values:customer_acctbaluniform-3000-5000_Id:302,273287,450533.7,445918,448116,450182,452321,457042,457042
q30_Values:customer_acctbaluniform-5000-8000_Id:303,409558,687921.2,679532,684516,686758,687547,701751,701751
q30_Values:customer_acctbaluniform-8000-11000_Id:304,271710,451602.1,447519,448769,453251,454223,455361,455361
q30_Values:customer_acctbalzipf--1000-1000_Id:305,227039,374057.4,365610,373052,375379,376442,379751,379751
q30_Values:customer_acctbalzipf-1000-3000_Id:306,214219,349364.1,342235,347289,350242,351278,353893,353893
q30_Values:customer_acctbalzipf-3000-5000_Id:307,258417,426403.4,421297,422578,429339,430198,431541,431541
q30_Values:customer_acctbalzipf-5000-8000_Id:308,468783,784877.7,778062,783111,786350,786686,793080,793080
q30_Values:customer_acctbalzipf-8000-11000_Id:309,331542,554272.5,543884,550930,557158,558092,561204,561204
q30_Values:customer_acctbalBinomial--1000-1000_Id:310,0,34478.6,31831,32070,32578,37482,39383,39383
q30_Values:customer_acctbalBinomial-1000-3000_Id:311,0,32620.4,31729,32007,32521,33258,34390,34390
q30_Values:customer_acctbalBinomial-3000-5000_Id:312,744622,652389.0,632552,633471,634855,645828,773892,773892
q30_Values:customer_acctbalBinomial-5000-8000_Id:313,755378,656335.6,630176,631794,633268,672824,774692,774692
q30_Values:customer_acctbalBinomial-8000-11000_Id:314,0,28811.7,28065,28357,28890,29144,29993,29993
q31_Values:customer-10000_Id:315,9999,38593.7,37563,37919,38422,39207,40001,40001
q31_Values:customer-30000_Id:316,29999,71561.5,65926,69644,73000,74309,74785,74785
q31_Values:customer-50000_Id:317,49999,101629.2,95109,99718,103654,103943,105002,105002
q31_Values:customer-75000_Id:318,74999,139768.3,134487,137022,139391,142958,146331,146331
q31_Values:customer-100000_Id:319,99999,180780.6,174235,179332,180183,181568,190834,190834
q31_Values:customer_custkeyZipf-10000_Id:320,82159,127450.3,123424,127180,127826,128642,129623,129623
q31_Values:customer_custkeyZipf-30000_Id:321,247965,400811.9,394591,396331,400827,404074,408848,408848
q31_Values:customer_custkeyZipf-50000_Id:322,418816,690930.5,682841,683742,688546,694390,709110,709110
q31_Values:customer_custkeyZipf-75000_Id:323,759363,621802.4,619268,620966,621983,622858,623749,623749
q31_Values:customer_custkeyZipf-100000_Id:324,995851,758155.1,753350,755258,758242,759762,763537,763537
q31_Values:customer_custkeyBinomial-10000_Id:325,0,28601.1,28142,28313,28502,28628,29860,29860
q31_Values:customer_custkeyBinomial-30000_Id:326,0,28929.1,28110,28303,28458,29912,30760,30760
q31_Values:customer_custkeyBinomial-50000_Id:327,0,28496.1,27975,28119,28251,28481,30538,30538
q31_Values:customer_custkeyBinomial-75000_Id:328,748980,622852.0,617837,617938,620634,621032,643799,643799
q31_Values:customer_custkeyBinomial-100000_Id:329,1500000,1088440.8,1074892,1080259,1082681,1090439,1128371,1128371
q32_Values:customer-1_Id:330,59916,89920.3,84307,89334,90834,91104,92337,92337
q32_Values:customer-2_Id:331,119757,188096.6,184910,186049,188232,189645,191247,191247
q32_Values:customer-3_Id:332,179709,286868.6,281637,284726,288259,289832,290677,290677
q32_Values:customer-4_Id:333,239558,393516.6,387990,388666,395145,396510,397597,397597
q32_Values:customer-5_Id:334,299527,492450.6,487296,488495,492917,496116,499537,499537
q32_Values:customer-7_Id:335,420314,699884.3,691346,697446,699174,705516,707037,707037
q32_Values:customer-12_Id:336,721075,636557.4,585068,587657,589391,693799,798954,798954
q32_Values:customer-15_Id:337,900217,716988.4,693675,696310,698466,701678,821286,821286
q32_Values:customer-20_Id:338,1199748,897005.3,869052,872601,876175,924502,985684,985684
q32_Values:customer-23_Id:339,1379613,985049.1,979549,982326,985223,986406,995605,995605
q32_Values:customer_nationkeyZipf1-1_Id:340,393423,662380.6,653163,660094,662911,664518,672368,672368
q32_Values:customer_nationkeyZipf1-2_Id:341,437028,417821.6,415442,415878,416735,417017,430747,430747
q32_Values:customer_nationkeyZipf1-3_Id:342,467225,437699.5,435238,437022,437989,438767,439499,439499
q32_Values:customer_nationkeyZipf1-4_Id:343,486055,449853.8,447634,448100,448677,450424,458805,458805
q32_Values:customer_nationkeyZipf1-5_Id:344,518770,467581.5,465098,466319,467670,468451,470672,470672
q32_Values:customer_nationkeyZipf1-7_Id:345,559704,507570.5,492363,494064,498263,503348,565206,565206
q32_Values:customer_nationkeyZipf1-12_Id:346,811460,688088.1,655802,658460,660211,688564,784784,784784
q32_Values:customer_nationkeyZipf1-15_Id:347,956246,745631.4,738967,742827,744762,746701,760724,760724
q32_Values:customer_nationkeyZipf1-20_Id:348,1273474,959858.9,930967,938824,941447,941977,1102736,1102736
q32_Values:customer_nationkeyZipf1-23_Id:349,1336316,985367.7,976213,977317,980744,987515,1010264,1010264
q32_Values:customer_nationkeyZipf2-1_Id:350,2429,29020.2,28624,28831,28951,29079,30198,30198
q32_Values:customer_nationkeyZipf2-2_Id:351,13914,38631.2,36367,36918,37439,37726,48789,48789
q32_Values:customer_nationkeyZipf2-3_Id:352,15806,38184.9,35805,38090,38519,38653,39366,39366
q32_Values:customer_nationkeyZipf2-4_Id:353,25054,41456.0,40844,41187,41502,41664,42504,42504
q32_Values:customer_nationkeyZipf2-5_Id:354,28263,41695.8,40910,41108,41788,41922,43192,43192
q32_Values:customer_nationkeyZipf2-7_Id:355,137048,217015.0,212727,215446,218233,218714,220104,220104
q32_Values:customer_nationkeyZipf2-12_Id:356,201191,330272.9,321431,327403,331257,332569,341110,341110
q32_Values:customer_nationkeyZipf2-15_Id:357,212398,351061.8,346580,349510,350777,352681,354694,354694
q32_Values:customer_nationkeyZipf2-20_Id:358,495419,450736.1,448573,449783,450926,451693,452927,452927
q32_Values:customer_nationkeyZipf2-23_Id:359,1437517,1053976.2,1029522,1033290,1037118,1059280,1153319,1153319
q32_Values:customer_nationkeyZipfWorstcase-1_Id:360,393920,661819.3,653056,656952,662170,667431,670183,670183
q32_Values:customer_nationkeyZipfWorstcase-2_Id:361,589823,510673.3,508125,508652,510806,511517,514597,514597
q32_Values:customer_nationkeyZipfWorstcase-3_Id:362,720700,599918.2,595705,596336,598816,600480,618167,618167
q32_Values:customer_nationkeyZipfWorstcase-4_Id:363,819155,662243.8,655388,656269,660532,664647,685180,685180
q32_Values:customer_nationkeyZipfWorstcase-5_Id:364,897634,744799.0,700736,701350,704577,726073,939417,939417
q32_Values:customer_nationkeyZipfWorstcase-7_Id:365,1019364,780137.0,775330,779401,780860,781123,782412,782412
q32_Values:customer_nationkeyZipfWorstcase-12_Id:366,1219674,903443.7,898103,899665,901656,901995,927947,927947
q32_Values:customer_nationkeyZipfWorstcase-15_Id:367,1304092,972033.2,943583,950368,956171,957895,1111789,1111789
q32_Values:customer_nationkeyZipfWorstcase-20_Id:368,1414430,1026965.3,1013705,1014712,1022492,1025236,1085852,1085852
q32_Values:customer_nationkeyZipfWorstcase-23_Id:369,1468126,1069007.6,1047288,1052467,1056647,1063510,1171349,1171349
q32_Values:customer_nationkeyBinomial-1_Id:370,0,28380.2,28028,28081,28250,28528,29205,29205
q32_Values:customer_nationkeyBinomial-2_Id:371,1,30610.6,27988,28304,28772,30388,39968,39968
q32_Values:customer_nationkeyBinomial-3_Id:372,19,28921.6,27779,27986,28277,28772,33269,33269
q32_Values:customer_nationkeyBinomial-4_Id:373,124,28606.9,27715,27867,28055,29097,31297,31297
q32_Values:customer_nationkeyBinomial-5_Id:374,679,28204.6,27671,27776,28014,28209,30341,30341
q32_Values:customer_nationkeyBinomial-7_Id:375,10951,35758.7,34314,34975,35591,35980,39192,39192
q32_Values:customer_nationkeyBinomial-12_Id:376,516834,465410.9,463976,464406,464974,466783,467402,467402
q32_Values:customer_nationkeyBinomial-15_Id:377,1181193,878010.5,872242,876246,877385,879045,886052,886052
q32_Values:customer_nationkeyBinomial-20_Id:378,1496986,1078249.3,1065046,1066555,1071654,1079782,1123345,1123345
q32_Values:customer_nationkeyBinomial-23_Id:379,1499990,1074494.0,1063356,1065413,1068505,1073069,1117340,1117340
q32_Values:customer_nationkeyBinomial2-1_Id:380,0,29114.4,28141,28492,28660,28697,34067,34067
q32_Values:customer_nationkeyBinomial2-2_Id:381,0,31661.3,28166,28763,29461,32779,44922,44922
q32_Values:customer_nationkeyBinomial2-3_Id:382,0,28862.5,28191,28220,28451,28779,31293,31293
q32_Values:customer_nationkeyBinomial2-4_Id:383,0,28615.9,28021,28175,28311,28411,30552,30552
q32_Values:customer_nationkeyBinomial2-5_Id:384,0,28706.3,28335,28418,28599,29082,29145,29145
q32_Values:customer_nationkeyBinomial2-7_Id:385,0,28809.4,28103,28176,28857,29199,29837,29837
q32_Values:customer_nationkeyBinomial2-12_Id:386,118,28722.9,27988,28146,28813,28921,30589,30589
q32_Values:customer_nationkeyBinomial2-15_Id:387,8377,34309.1,33219,33870,34249,34897,35436,35436
q32_Values:customer_nationkeyBinomial2-20_Id:388,575476,510273.6,506256,506740,508449,510344,528726,528726
q32_Values:customer_nationkeyBinomial2-23_Id:389,1352162,1019082.2,991916,992185,994474,1035267,1156435,1156435
q32_Values:customer_nationkeyBinomial3-1_Id:390,5611,32891.0,32398,32495,32906,33232,33721,33721
q32_Values:customer_nationkeyBinomial3-2_Id:391,41059,48538.8,46260,46574,48008,48621,55297,55297
q32_Values:customer_nationkeyBinomial3-3_Id:392,147332,232562.4,228074,231174,233066,234820,237480,237480
q32_Values:customer_nationkeyBinomial3-4_Id:393,351323,587233.8,577466,581066,586813,592813,600850,600850
q32_Values:customer_nationkeyBinomial3-5_Id:394,631230,543637.7,535752,537698,538931,540166,567665,567665
q32_Values:customer_nationkeyBinomial3-7_Id:395,1170161,904273.3,865753,869022,869502,871869,1173005,1173005
q32_Values:customer_nationkeyBinomial3-12_Id:396,1497597,1066785.4,1059867,1064425,1065122,1071079,1078195,1078195
q32_Values:customer_nationkeyBinomial3-15_Id:397,1499978,1134103.3,1074831,1077156,1081983,1082187,1557051,1557051
q32_Values:customer_nationkeyBinomial3-20_Id:398,1500000,1074952.8,1065665,1070377,1076891,1077661,1091894,1091894
q32_Values:customer_nationkeyBinomial3-23_Id:399,1500000,1080562.8,1071328,1077493,1079625,1082665,1096470,1096470
q33_Values:customer-Furniture_Id:400,299496,493395.4,489442,490611,493941,494772,500450,500450
q33_Values:customer_mktsegClustered-Furniture_Id:401,299496,199895.1,198400,199000,199711,199782,204445,204445
q33_Values:customer_mktsegNonClustered-Furniture_Id:402,299496,495036.2,488366,491469,494251,497198,507800,507800
q33_Values:customer_bloated2Mktseg-394omobile_Id:403,331,32084.0,31414,31661,31730,31957,33997,33997
q33_Values:Customer_bloated2MktsegClustered-394omobile_Id:404,331,978.3,954,962,969,991,1042,1042
q33_Values:Customer_bloated2MktsegNonClustered-394omobile_Id:405,331,2096.3,2018,2031,2068,2132,2345,2345
q34_Values:Customer-24568_Id:406,1,27704.5,27487,27576,27735,27821,28055,28055
q34_Values:customerClusteredIndex-24568_Id:407,1,705.5,677,682,708,719,776,776
q34_Values:customerNonClusteredIndex-24568_Id:408,1,1222.9,1156,1177,1188,1228,1426,1426
q35_Values:customer-0-5_Id:409,299527,495824.7,489637,493884,496294,496510,502319,502319
q35_Values:customer-5-10_Id:410,301391,496335.6,489626,493697,496254,501115,501390,501390
q35_Values:customer-10-15_Id:411,299299,495553.9,488890,489897,495372,500210,503216,503216
q35_Values:customer-15-20_Id:412,299531,495448.6,486195,492111,494698,500033,501846,501846
q35_Values:customer-20-25_Id:413,300252,499107.9,492314,496129,498372,503107,507311,507311
q35_Values:customer_nationkeyZipf1-0-5_Id:414,518770,875567.4,863768,871174,877101,878649,888636,888636
q35_Values:customer_nationkeyZipf1-5-10_Id:415,125603,201463.0,197321,200228,201933,203000,204756,204756
q35_Values:customer_nationkeyZipf1-10-15_Id:416,311873,520884.1,514540,516007,519114,526499,531236,531236
q35_Values:customer_nationkeyZipf1-15-20_Id:417,317228,530840.7,524927,529318,530965,533647,534619,534619
q35_Values:customer_nationkeyZipf1-20-25_Id:418,226526,373408.2,366870,370708,374778,375384,379442,379442
q35_Values:customer_nationkeyZipf2-0-5_Id:419,28263,46969.6,44019,45268,46517,48053,51370,51370
q35_Values:customer_nationkeyZipf2-5-10_Id:420,128027,204673.3,200381,203328,204838,205609,208279,208279
q35_Values:customer_nationkeyZipf2-10-15_Id:421,56108,79653.6,74165,78435,79437,81434,83664,83664
q35_Values:customer_nationkeyZipf2-15-20_Id:422,283021,469083.5,459688,468334,469644,471234,472558,472558
q35_Values:customer_nationkeyZipf2-20-25_Id:423,1004581,793440.8,775372,776346,779144,780907,915001,915001
q35_Values:customer_nationkeyZipfWorstCase-0-5_Id:424,897634,720341.0,714342,718426,720213,720580,733228,733228
q35_Values:customer_nationkeyZipfWorstCase-5-10_Id:425,253945,418829.1,414082,414362,419629,422282,424662,424662
q35_Values:customer_nationkeyZipfWorstCase-10-15_Id:426,152513,240422.8,236561,238730,240396,242512,243781,243781
q35_Values:customer_nationkeyZipfWorstCase-15-20_Id:427,110338,176555.4,173961,175265,177039,177673,178210,178210
q35_Values:customer_nationkeyZipfWorstCase-20-25_Id:428,85570,137682.0,136095,137408,137977,138133,138620,138620
q35_Values:customer_nationkeyBinomial-0-5_Id:429,679,32541.5,31553,31927,32461,32958,34531,34531
q35_Values:customer_nationkeyBinomial-5-10_Id:430,171199,272776.0,267002,270333,273526,275667,277846,277846
q35_Values:customer_nationkeyBinomial-10-15_Id:431,1009315,791928.8,779475,780845,783588,789436,852590,852590
q35_Values:customer_nationkeyBinomial-15-20_Id:432,315793,527679.3,522745,523818,527491,529103,537827,537827
q35_Values:customer_nationkeyBinomial-20-25_Id:433,3014,32704.2,29306,30563,31078,31668,45380,45380
q35_Values:customer_nationkeyBinomial2-0-5_Id:434,0,32103.4,31628,31790,32006,32204,32895,32895
q35_Values:customer_nationkeyBinomial2-5-10_Id:435,3,34256.0,31785,31917,31980,34612,47802,47802
q35_Values:customer_nationkeyBinomial2-10-15_Id:436,8374,39224.8,37939,38023,39395,40299,41001,41001
q35_Values:customer_nationkeyBinomial2-15-20_Id:437,567099,520257.0,515980,517032,518164,518493,542342,542342
q35_Values:customer_nationkeyBinomial2-20-25_Id:438,918807,733645.5,726024,728630,730328,734693,755025,755025
q35_Values:customer_nationkeyBinomial3-0-5_Id:439,631230,557084.5,556421,556669,556837,557380,559381,559381
q35_Values:customer_nationkeyBinomial3-5-10_Id:440,842529,725281.2,680299,681433,685765,725377,916758,916758
q35_Values:customer_nationkeyBinomial3-10-15_Id:441,26219,42539.5,41365,41904,42721,43311,43501,43501
q35_Values:customer_nationkeyBinomial3-15-20_Id:442,22,29094.9,28263,28527,28898,29378,31401,31401
q35_Values:customer_nationkeyBinomial3-20-25_Id:443,0,28158.4,27917,27945,28058,28299,28952,28952
q36_Values:customer-BA_Id:444,300036,495513.4,486853,492022,496963,499528,503048,503048
q36_Values:customer-CA_Id:445,600312,530604.7,524722,526671,529009,529508,556930,556930
q36_Values:customer-GA_Id:446,899808,736295.5,707681,710165,711003,721702,918366,918366
q36_Values:customer-IA_Id:447,1199559,888815.2,885071,886773,887326,890736,894165,894165
q36_Values:customer-XY_Id:448,1500000,1099019.4,1068638,1073068,1074606,1083270,1209898,1209898
q36_Values:customer_mktsegZipf-BA_Id:449,657579,561852.9,557270,559157,559729,560425,581011,581011
q36_Values:customer_mktsegZipf-CA_Id:450,986063,780906.7,753307,754903,759972,762705,985143,985143
q36_Values:customer_mktsegZipf-GA_Id:451,1204916,895105.1,892242,892794,894441,896398,902609,902609
q36_Values:customer_mktsegZipf-IA_Id:452,1368768,1028488.4,994467,995720,1012788,1049353,1132625,1132625
q36_Values:customer_mktsegZipf-XY_Id:453,1500000,1081085.3,1065895,1068711,1072305,1075642,1153478,1153478
q36_Values:customer_mktsegBinomial-BA_Id:454,94165,147751.9,142837,146508,148625,149352,150304,150304
q36_Values:customer_mktsegBinomial-CA_Id:455,470047,441942.3,439584,440445,441947,443432,444320,444320
q36_Values:customer_mktsegBinomial-GA_Id:456,563387,513644.2,498228,499302,500533,515573,587319,587319
q36_Values:customer_mktsegBinomial-IA_Id:457,1125397,842524.5,837774,839509,842461,843915,849348,849348
q36_Values:customer_mktsegBinomial-XY_Id:458,1500000,1085339.8,1062161,1067553,1070925,1085192,1187231,1187231
q36_Values:customer_bloatedmktseg-BA_Id:459,1500000,1073377.6,1067746,1069293,1074990,1075256,1081201,1081201
q36_Values:customer_bloatedmktseg-CA_Id:460,1500000,1076250.1,1062034,1068384,1071098,1082672,1115090,1115090
q36_Values:customer_bloatedmktseg-GA_Id:461,1500000,1073359.8,1069726,1071777,1072307,1075201,1079506,1079506
q36_Values:customer_bloatedmktseg-IA_Id:462,1500000,1105796.2,1062514,1067227,1079241,1099991,1313259,1313259
q36_Values:customer_bloatedmktseg-XY_Id:463,1500000,1198917.0,1067795,1074713,1075525,1321598,1651393,1651393
q37_Value:customer_Id:464,5,51127.5,50186,50466,50665,51205,53350,53350
q37_Value:customer_mktsegZipf_Id:465,5,51335.8,50594,50700,50837,51002,55128,55128
q37_Value:customer_mktsegBinomial_Id:466,5,51626.7,50914,51028,51219,51599,54818,54818
q37_Value:customer_bloatedmktseg_Id:467,500,52693.4,52416,52466,52726,52889,52978,52978
q38_Values:customer-1_Id:468,1500000,573899.8,561695,565911,573123,580869,591223,591223
q38_Values:customer_custkeyZipf-1_Id:469,119817,110412.6,106524,109176,109810,111789,116181,116181
q38_Values:customer_custkeyBinomial-1_Id:470,1607,51054.6,49942,50129,50737,51146,53607,53607
q39_Values:newCustomer-0_Id:471,0,28908.0,28341,28550,28666,28726,31188,31188
q39_Values:newCustomer-250_Id:472,374461,642863.5,634802,636349,645788,648927,656456,656456
q39_Values:newCustomer-500_Id:473,748071,619150.3,602136,604487,610865,612907,697618,697618
q39_Values:newCustomer-750_Id:474,1123089,832049.8,823745,825288,827479,833397,867841,867841
q39_Values:newCustomer-1000_Id:475,1498513,1044758.9,1034626,1035818,1042199,1048840,1063871,1063871
q39_Values:newCustomer-1500_Id:476,1500000,1087253.9,1043999,1049041,1050092,1051750,1392434,1392434
q39_Values:newCustomerBiggerDomain-0_Id:477,374796,643157.3,635229,641221,644064,646335,647335,647335
q39_Values:newCustomerBiggerDomain-250_Id:478,562279,544214.9,488018,489963,494295,585985,707980,707980
q39_Values:newCustomerBiggerDomain-500_Id:479,749793,617485.9,603130,604208,605343,609314,710660,710660
q39_Values:newCustomerBiggerDomain-750_Id:480,936583,711532.6,708033,710245,710890,713284,715352,715352
q39_Values:newCustomerBiggerDomain-1000_Id:481,1124099,828298.4,823083,823939,827255,828011,850914,850914
q39_Values:newCustomerBiggerDomain-1500_Id:482,1499207,1077499.7,1051981,1055635,1066590,1074560,1162404,1162404
q39_Values:newCustomerRightDomain-0_Id:483,0,28918.4,28411,28494,28655,29239,30168,30168
q39_Values:newCustomerRightDomain-250_Id:484,187110,313637.6,308848,311768,314160,315603,318133,318133
q39_Values:newCustomerRightDomain-500_Id:485,375071,641215.2,629156,638637,641490,644650,652014,652014
q39_Values:newCustomerRightDomain-750_Id:486,562839,491687.3,489776,491103,491561,492860,493248,493248
q39_Values:newCustomerRightDomain-1000_Id:487,749952,628639.7,598435,600767,602195,658535,730174,730174
q39_Values:newCustomerRightDomain-1500_Id:488,1123863,823522.0,818325,820036,822070,824296,837139,837139
q27_Values:customer-0_Id:489,742459,1218137.9,1201481,1214841,1217282,1224956,1230121,1230121
q27_Values:customer-1_Id:490,757183,1244300.2,1231797,1238098,1244654,1253228,1255410,1255410
q27_Values:customer-25_Id:491,1113463,1819986.4,1792790,1811728,1818945,1826526,1851837,1851837
q27_Values:customer-50_Id:492,1485132,2433955.5,2408159,2423050,2432365,2441395,2470820,2470820
q27_Values:customer-100_Id:493,1500000,2467189.4,2433433,2451733,2459191,2491272,2513514,2513514
q27_Values:customer_uncorrelated-0_Id:494,748637,1341871.9,1326255,1333477,1343230,1346274,1364076,1364076
q27_Values:customer_uncorrelated-1_Id:495,750180,1349124.1,1331488,1346112,1351084,1353328,1357228,1357228
q27_Values:customer_uncorrelated-25_Id:496,785990,1391466.6,1377821,1384378,1391736,1397050,1409826,1409826
q27_Values:customer_uncorrelated-50_Id:497,822192,1467129.9,1450405,1459756,1473501,1474271,1476397,1476397
q27_Values:customer_uncorrelated-100_Id:498,891381,1587573.6,1570454,1582647,1590355,1592926,1595937,1595937
q27_Values:customer_fd-0_Id:499,1500000,2639142.4,2621564,2624530,2637623,2649404,2666066,2666066
q27_Values:customer_fd-1_Id:500,1500000,2653308.8,2639083,2641956,2651444,2656064,2685115,2685115
q27_Values:customer_fd-25_Id:501,1500000,2648810.1,2630162,2640339,2650815,2656948,2670350,2670350
q27_Values:customer_fd-50_Id:502,1500000,2645732.3,2618633,2632617,2652978,2653866,2661032,2661032
q27_Values:customer_fd-100_Id:503,1500000,2644029.8,2616631,2638500,2644837,2650130,2663446,2663446
q28_Values:customer-0.5_Id:504,19272,75048.8,73256,74688,75044,75664,76790,76790
q28_Values:customer-0.75_Id:505,57360,89845.6,88359,89337,89899,90147,92120,92120
q28_Values:customer-1_Id:506,742459,1227219.9,1207779,1222659,1224459,1229316,1246559,1246559
q28_Values:customer-1.25_Id:507,1404556,2301147.2,2274503,2287051,2308429,2313362,2324546,2324546
q28_Values:customer-1.5_Id:508,1442286,2373701.0,2350800,2357168,2382272,2388729,2393245,2393245
q28_Values:customer_uncorrelated-0.5_Id:509,374442,650757.4,638332,647326,652359,653582,660853,660853
q28_Values:customer_uncorrelated-0.75_Id:510,561956,1005115.8,989184,1003990,1006237,1009370,1019932,1019932
q28_Values:customer_uncorrelated-1_Id:511,748637,1343998.8,1335191,1341193,1344830,1347249,1353103,1353103
q28_Values:customer_uncorrelated-1.25_Id:512,899468,1599941.1,1589135,1595119,1597456,1607166,1614099,1614099
q28_Values:customer_uncorrelated-1.5_Id:513,999390,1792728.6,1769709,1789686,1794576,1800943,1809914,1809914
q28_Values:customer_fd-0.5_Id:514,37755,83000.7,81207,82674,83043,83635,83930,83930
q28_Values:customer_fd-0.75_Id:515,112428,176023.3,171758,174787,176567,178817,178928,178928
q28_Values:customer_fd-1_Id:516,1500000,2651666.9,2628149,2645088,2659780,2661308,2661994,2661994
q28_Values:customer_fd-1.25_Id:517,1500000,2665144.6,2634377,2654889,2665094,2681590,2684672,2684672
q28_Values:customer_fd-1.5_Id:518,1500000,2654179.1,2626057,2648547,2654195,2662897,2673898,2673898
q29_Values:customer-1_Id:519,14724,58700.8,56844,57838,58444,58871,63577,63577
q29_Values:customer-15_Id:520,430071,704627.0,695452,699126,706257,708347,713073,713073
q29_Values:customer-25_Id:521,726239,1201205.0,1190823,1193653,1202274,1206688,1211567,1211567
q29_Values:customer-35_Id:522,1023572,1684846.1,1676085,1681678,1684836,1690407,1693219,1693219
q29_Values:customer-50_Id:523,1470110,2424239.9,2390323,2410237,2418248,2444842,2472705,2472705
q29_Values:customer_uncorrelated-1_Id:524,1543,47629.4,46489,46583,46824,47510,53339,53339
q29_Values:customer_uncorrelated-15_Id:525,43313,68011.7,66666,67237,67655,68623,69793,69793
q29_Values:customer_uncorrelated-25_Id:526,72785,100558.3,93113,99423,102284,102772,104018,104018
q29_Values:customer_uncorrelated-35_Id:527,102082,169186.4,166017,167789,169435,170334,172992,172992
q29_Values:customer_uncorrelated-50_Id:528,145454,247023.1,242363,244312,248243,248618,250587,250587
q29_Values:customer_fd-1_Id:529,0,50541.7,48590,48813,50138,51818,56575,56575
q29_Values:customer_fd-15_Id:530,0,48880.5,48615,48643,48785,49002,49787,49787
q29_Values:customer_fd-25_Id:531,0,49193.3,48651,48672,49227,49475,50222,50222
q29_Values:customer_fd-35_Id:532,1500000,2653831.0,2643538,2645798,2654464,2661024,2665832,2665832
q29_Values:customer_fd-50_Id:533,1500000,2656799.1,2635266,2651403,2660060,2666954,2678621,2678621
q40_Values:customer-100-200-0-300_Id:534,148216,234020.3,231851,233346,233987,234336,237086,237086
q40_Values:customer-200-300-100-400_Id:535,148478,234911.6,230445,233837,235558,236446,238469,238469
q40_Values:customer-500-600-400-700_Id:536,148283,233693.5,230561,232405,234624,235234,236566,236566
q40_Values:customer_uncorrelated-100-200-0-300_Id:537,44528,56208.4,53790,54718,56435,56955,61086,61086
q40_Values:customer_uncorrelated-200-300-100-400_Id:538,44116,54777.0,52128,54770,55024,55210,55677,55677
q40_Values:customer_uncorrelated-500-600-400-700_Id:539,44088,54316.7,52038,53972,54452,55266,55926,55926
q40_Values:customer_fd-100-200-0-300_Id:540,148265,251919.9,244200,251428,252833,253824,257858,257858
q40_Values:customer_fd-200-300-100-400_Id:541,147677,250693.3,244184,249327,251344,253016,254683,254683
